0,1,2
35.65070725258456,118.0,123.0
36.92394679731972,86.0,96.0
36.92394679731972,90.0,108.0
36.92394679731972,94.0,113.0
36.92394679731972,98.0,110.0
36.92394679731972,102.0,114.0
36.92394679731972,106.0,119.0
36.92394679731972,110.0,123.0
36.92394679731972,114.0,128.0
36.92394679731972,118.0,132.0
36.92394679731972,122.0,137.0
38.197186342054884,94.0,120.0
38.197186342054884,98.0,118.0
38.197186342054884,102.0,123.0
38.197186342054884,106.0,127.0
38.197186342054884,110.0,132.0
38.197186342054884,114.0,137.0
38.197186342054884,118.0,142.0
38.197186342054884,122.0,146.0
38.197186342054884,126.0,151.0
39.470425886790046,98.0,125.0
39.470425886790046,102.0,131.0
39.470425886790046,106.0,136.0
39.470425886790046,110.0,141.0
39.470425886790046,114.0,146.0
39.470425886790046,118.0,151.0
39.470425886790046,122.0,156.0
39.470425886790046,126.0,161.0
39.470425886790046,130.0,166.0
40.74366543152521,98.0,133.0
40.74366543152521,102.0,139.0
40.74366543152521,106.0,144.0
40.74366543152521,110.0,149.0
40.74366543152521,114.0,155.0
40.74366543152521,118.0,160.0
40.74366543152521,122.0,166.0
40.74366543152521,126.0,171.0
40.74366543152521,130.0,177.0
40.74366543152521,134.0,182.0
42.01690497626037,102.0,147.0
42.01690497626037,106.0,153.0
42.01690497626037,110.0,158.0
42.01690497626037,114.0,176.0
42.01690497626037,118.0,170.0
42.01690497626037,122.0,176.0
42.01690497626037,126.0,181.0
42.01690497626037,130.0,187.0
42.01690497626037,134.0,193.0
42.01690497626037,138.0,199.0
43.29014452099553,110.0,170.0
43.29014452099553,114.0,186.0
43.29014452099553,118.0,182.0
43.29014452099553,122.0,188.0
43.29014452099553,126.0,194.0
43.29014452099553,130.0,200.0
43.29014452099553,134.0,206.0
43.29014452099553,138.0,212.0
43.29014452099553,142.0,219.0
44.563384065730695,110.0,180.0
44.563384065730695,114.0,196.0
44.563384065730695,118.0,193.0
44.563384065730695,122.0,199.0
44.563384065730695,126.0,205.0
44.563384065730695,130.0,212.0
44.563384065730695,134.0,218.0
44.563384065730695,138.0,225.0
44.563384065730695,142.0,231.0
44.563384065730695,146.0,238.0
45.83662361046586,118.0,203.0
45.83662361046586,122.0,210.0
45.83662361046586,126.0,217.0
45.83662361046586,130.0,224.0
45.83662361046586,134.0,230.0
45.83662361046586,138.0,237.0
45.83662361046586,142.0,244.0
45.83662361046586,146.0,251.0
45.83662361046586,150.0,258.0
46.47324338283344,118.0,215.0
46.47324338283344,122.0,222.0
46.47324338283344,126.0,229.0
46.47324338283344,130.0,236.0
46.47324338283344,134.0,244.0
46.47324338283344,138.0,251.0
46.47324338283344,142.0,258.0
46.47324338283344,146.0,266.0
46.47324338283344,150.0,273.0
